epoch,std_numpart,kurtosis_numpart,Wasserstein_distance_from_real
2580,0.3098715543746948,-1.1344958973122525,0.045119458560626456
2610,0.2878890037536621,-0.9537433972926395,0.0628177612724581
2640,0.23782455921173096,-1.0471644009316319,0.14233589457748003
2670,0.35836362838745117,-1.4050320176958122,0.06095397042339852
2700,0.22351138293743134,-1.1314551547075637,0.22135889276067286
2730,0.29118654131889343,-1.4974929435912714,0.16472414253305007
2760,0.22846905887126923,-0.9879454209171041,0.18756488659698664
2790,0.20521646738052368,-1.25124117407166,0.13827952069273386
2820,0.008654695004224777,3.304689578502064,0.2859137314601627
2850,0.31573301553726196,-0.6570999933824524,0.13617233920427446
2880,0.2754896879196167,-0.49505843838156594,0.24265820448886277
2910,0.20434735715389252,-1.5024774164478178,0.3178431263987658
2940,0.2980932295322418,-0.9707951666484247,0.055209248032302954
2970,0.31931933760643005,-1.3296296404381807,0.13289367015553846
3000,0.34778448939323425,-1.4348379759174894,0.08608951893893477
3030,0.3079962432384491,-1.3661907687493533,0.08746557239962789
3060,0.3016568422317505,-1.2098312068044073,0.10617664528197089
3090,0.3521016836166382,-0.9009627988774209,0.07441423043755757
3120,0.3910750448703766,-1.520138583938842,0.10112456326720506
3150,0.281728059053421,-0.7066899843706516,0.13380840889151666
3180,0.3603978455066681,-1.2365526535507816,0.1299270851581496
3210,0.2860243618488312,-0.49534370415700657,0.21705776118181172
3240,0.30813902616500854,-0.8200210981698208,0.19946729673977467
3270,0.4065319001674652,-0.27884763099637055,0.09636198740205988
3300,0.2986307740211487,-0.8513031119805055,0.034489732018946714
3330,0.4007447361946106,-0.7051243693564402,0.10118500709718115
3360,0.29033511877059937,-0.6290864800457787,0.19667675267412785
3390,0.3115064203739166,-0.7458616276911036,0.1440313115191998
3420,0.39911597967147827,-0.9186310830313751,0.0557651517694185
3450,0.37962600588798523,-1.2759278022975995,0.07478735360131587
3480,0.3241012692451477,-1.1383765358280702,0.10612176940429437
3510,0.31302064657211304,-1.2333576274846907,0.170935266232313
3540,0.31169426441192627,-1.140001350484074,0.049572434953884456
3570,0.37338075041770935,-1.2263624318753052,0.05714087545147577
3600,0.3412671983242035,-1.0053498170149173,0.04236441806614477
3630,0.3223402202129364,-0.8800614130370241,0.046187346931750625
3660,0.2757870554924011,-0.8815356520387705,0.17631865446894887
3690,0.40440142154693604,-1.7320563076177287,0.1372988201863296
3720,0.3883344531059265,-1.023047466648467,0.06788183363816497
3750,0.3407258093357086,-1.4338462938072385,0.08747682625048275
3780,0.30147552490234375,-1.0845967670194516,0.051598684517130844
3810,0.06596607714891434,-0.4918490625873728,0.5379729829987635
3840,0.2659093141555786,-0.9962142811347192,0.18802420423208008
3870,0.32768669724464417,-1.3368329795305254,0.04393725146428343
3900,0.29929327964782715,-1.2433025538888884,0.057669854115276524
3930,0.30019432306289673,-0.7742675893345639,0.07181568349879348
3960,0.30724021792411804,-1.1229125347407722,0.14469688703005157
3990,0.32931867241859436,-1.1334984283633336,0.05348161410714907
