epoch,batch_iteration,d_loss,d_cost_wass,gradient_penality,g_loss,g_cost_wass
15,24,-0.8587645888328552,-1.0799480676651,0.022118348628282547,-0.027764439582824707,-0.027764439582824707
15,49,-0.6469041109085083,-0.7512375116348267,0.010433340445160866,-0.6531062126159668,-0.6531062126159668
16,24,-0.21831220388412476,-0.34633731842041016,0.01280251145362854,-4.594481468200684,-4.594481468200684
16,49,0.42772552371025085,0.011270999908447266,0.04164545238018036,-2.36181640625,-2.36181640625
17,24,-0.32278311252593994,-0.37099432945251465,0.004821120761334896,-2.316105365753174,-2.316105365753174
17,49,0.055444300174713135,-0.15432453155517578,0.020976882427930832,-8.148453712463379,-8.148453712463379
18,24,0.3170210123062134,-0.028695106506347656,0.034571610391139984,-6.305187225341797,-6.305187225341797
18,49,0.11686050146818161,-0.005800008773803711,0.012266051024198532,-3.624594211578369,-3.624594211578369
19,24,-0.21552802622318268,-0.2682439684867859,0.005271594040095806,-0.6237012147903442,-0.6237012147903442
19,49,0.08940868079662323,-0.04450058937072754,0.013390926644206047,-3.2739417552948,-3.2739417552948
20,24,5.599571704864502,0.011646822094917297,0.5587924718856812,-1.1121864318847656,-1.1121864318847656
20,49,0.1451859474182129,0.05563175678253174,0.008955419063568115,-0.9773842096328735,-0.9773842096328735
21,24,-0.14271268248558044,-0.26136159896850586,0.011864891275763512,-4.455005168914795,-4.455005168914795
21,49,0.14225831627845764,0.08823394775390625,0.005402437411248684,2.098724842071533,2.098724842071533
22,24,-0.12209603935480118,-0.1576535701751709,0.003555753268301487,1.5327699184417725,1.5327699184417725
22,49,-0.223677396774292,-0.26546087861061096,0.004178347997367382,0.4671822190284729,0.4671822190284729
23,24,0.005271155387163162,-0.03142714500427246,0.0036698300391435623,1.204378366470337,1.204378366470337
23,49,-0.3598419427871704,-0.3969743549823761,0.0037132403813302517,0.5003147125244141,0.5003147125244141
24,24,-0.12159275263547897,-0.18134021759033203,0.005974746309220791,3.7106595039367676,3.7106595039367676
24,49,0.023059897124767303,-0.021619081497192383,0.0044678980484604836,-0.5061022639274597,-0.5061022639274597
25,24,-0.01417691633105278,-0.06425392627716064,0.0050077009946107864,1.037287712097168,1.037287712097168
25,49,0.015467237681150436,-0.026806354522705078,0.004227359313517809,2.572739601135254,2.572739601135254
26,24,-0.19473227858543396,-0.23811018466949463,0.004337790422141552,-0.9451898336410522,-0.9451898336410522
26,49,-0.11212830245494843,-0.14462041854858398,0.0032492117024958134,-1.114931344985962,-1.114931344985962
27,24,-0.18621854484081268,-0.20930752158164978,0.002308898139744997,0.3471184968948364,0.3471184968948364
27,49,-0.06738746166229248,-0.08900946378707886,0.0021622003987431526,-0.6016819477081299,-0.6016819477081299
28,24,-0.055045440793037415,-0.12471485137939453,0.006966941058635712,-1.1853575706481934,-1.1853575706481934
28,49,0.15479198098182678,0.10280424356460571,0.0051987734623253345,-0.9708983898162842,-0.9708983898162842
29,24,0.04624614119529724,0.006590425968170166,0.0039655715227127075,-0.6411654353141785,-0.6411654353141785
29,49,-0.25680088996887207,-0.29714536666870117,0.004034446552395821,-4.812344074249268,-4.812344074249268
30,24,0.08917733281850815,0.03327339142560959,0.005590394139289856,0.09568986296653748,0.09568986296653748
30,49,1.556516408920288,0.033978939056396484,0.15225374698638916,-3.802393913269043,-3.802393913269043
31,24,-0.11091455072164536,-0.1337604522705078,0.0022845901548862457,-6.352934837341309,-6.352934837341309
31,49,-0.021377436816692352,-0.07740402221679688,0.005602658726274967,-7.136640548706055,-7.136640548706055
32,24,-0.14861643314361572,-0.17526817321777344,0.0026651741936802864,-6.441882133483887,-6.441882133483887
32,49,0.15682832896709442,0.13426876068115234,0.002255956642329693,-6.971805572509766,-6.971805572509766
33,24,-0.2202705442905426,-0.2515115737915039,0.0031241034157574177,-4.085083961486816,-4.085083961486816
33,49,-0.23429961502552032,-0.27898454666137695,0.004468493163585663,-3.3868801593780518,-3.3868801593780518
34,24,-0.23474419116973877,-0.31153106689453125,0.007678687572479248,-6.858269691467285,-6.858269691467285
34,49,-0.08075157552957535,-0.12488794326782227,0.004413636866956949,-7.5564284324646,-7.5564284324646
35,24,0.10123400390148163,-0.14174461364746094,0.024297861382365227,-7.693227291107178,-7.693227291107178
35,49,-0.31733810901641846,-0.3779754638671875,0.006063736043870449,-6.287759780883789,-6.287759780883789
36,24,0.265079140663147,0.1457810401916504,0.011929810047149658,-4.920012474060059,-4.920012474060059
36,49,0.5955468416213989,-0.4428825378417969,0.10384293645620346,-5.310967922210693,-5.310967922210693
37,24,0.05156785249710083,-0.3152928352355957,0.03668607026338577,-6.138848304748535,-6.138848304748535
37,49,-0.03308919072151184,-0.1240549087524414,0.009096572175621986,-4.158549785614014,-4.158549785614014
38,24,-0.10959826409816742,-0.15246057510375977,0.004286231007426977,-4.60685920715332,-4.60685920715332
38,49,-0.12041330337524414,-0.1830286979675293,0.0062615396454930305,-4.727081298828125,-4.727081298828125
39,24,-0.035494644194841385,-0.05942344665527344,0.002392880152910948,-4.544023513793945,-4.544023513793945
39,49,-0.31150615215301514,-0.3605046272277832,0.004899848252534866,-6.6802754402160645,-6.6802754402160645
40,24,-0.06879885494709015,-0.11073780059814453,0.004193894565105438,-6.116771697998047,-6.116771697998047
40,49,-0.00908411294221878,-0.033771514892578125,0.002468740101903677,-8.374908447265625,-8.374908447265625
41,24,0.010487106628715992,-0.002040863037109375,0.0012527969665825367,-11.750561714172363,-11.750561714172363
41,49,-0.02869245782494545,-0.059116363525390625,0.0030423905700445175,-11.294295310974121,-11.294295310974121
42,24,-0.026208721101284027,-0.05383491516113281,0.0027626194059848785,-9.178051948547363,-9.178051948547363
42,49,-0.08701057732105255,-0.14411354064941406,0.005710296332836151,-10.125191688537598,-10.125191688537598
43,24,-0.2714904844760895,-0.2972097396850586,0.002571925986558199,-10.553404808044434,-10.553404808044434
43,49,-0.0005744080990552902,-0.02619647979736328,0.002562207169830799,-9.671533584594727,-9.671533584594727
44,24,-0.13236939907073975,-0.15773677825927734,0.002536737360060215,-8.83198356628418,-8.83198356628418
44,49,-0.3062174320220947,-0.3317580223083496,0.0025540587957948446,-7.859309196472168,-7.859309196472168
45,24,-0.11304417997598648,-0.14385700225830078,0.0030812821350991726,-7.2390618324279785,-7.2390618324279785
45,49,-0.07087855041027069,-0.28669214248657227,0.021581359207630157,-7.83112096786499,-7.83112096786499
46,24,-0.2897554934024811,-0.3058433532714844,0.0016087873373180628,-8.860498428344727,-8.860498428344727
46,49,0.23033031821250916,0.1737833023071289,0.00565470103174448,-8.926432609558105,-8.926432609558105
47,24,-0.19260014593601227,-0.20937538146972656,0.0016775232506915927,-7.303380012512207,-7.303380012512207
47,49,-0.1160692423582077,-0.136871337890625,0.0020802090875804424,-7.826277256011963,-7.826277256011963
48,24,-0.06380719691514969,-0.1269073486328125,0.006310014985501766,-8.274483680725098,-8.274483680725098
48,49,0.011061914265155792,-0.050495147705078125,0.006155706010758877,-9.567203521728516,-9.567203521728516
49,24,-0.261949747800827,-0.28534889221191406,0.0023399153724312782,-10.69711685180664,-10.69711685180664
49,49,-0.1363089233636856,-0.14845657348632812,0.0012147646630182862,-11.224947929382324,-11.224947929382324
50,24,-0.2317027598619461,-0.2461709976196289,0.001446824404411018,-12.338109016418457,-12.338109016418457
50,49,0.01161622628569603,-0.037552833557128906,0.004916905891150236,-12.88323974609375,-12.88323974609375
51,24,-0.11980258673429489,-0.13841629028320312,0.0018613702850416303,-12.477468490600586,-12.477468490600586
51,49,-0.14616379141807556,-0.15991783142089844,0.0013754044193774462,-13.529760360717773,-13.529760360717773
52,24,-0.23855051398277283,-0.25608062744140625,0.0017530120676383376,-13.172348022460938,-13.172348022460938
52,49,-0.021119553595781326,-0.058905601501464844,0.0037786047905683517,-13.194456100463867,-13.194456100463867
53,24,-0.03696691244840622,-0.05153465270996094,0.0014567738398909569,-12.537925720214844,-12.537925720214844
53,49,-0.08419603109359741,-0.12276268005371094,0.0038566652219742537,-12.63821792602539,-12.63821792602539
54,24,0.0193768423050642,0.0024547576904296875,0.0016922084614634514,-14.978261947631836,-14.978261947631836
54,49,-0.04934015870094299,-0.061385154724121094,0.0012044993927702308,-15.676862716674805,-15.676862716674805
55,24,-0.007125630974769592,-0.16312313079833984,0.015599749982357025,-15.38928508758545,-15.38928508758545
55,49,-0.053837381303310394,-0.08155536651611328,0.0027717987541109324,-14.572850227355957,-14.572850227355957
56,24,-0.12492735683917999,-0.14951038360595703,0.002458302304148674,-13.6940279006958,-13.6940279006958
56,49,-0.1256914734840393,-0.14654922485351562,0.002085775136947632,-14.426126480102539,-14.426126480102539
57,24,-0.19014745950698853,-0.21242618560791016,0.002227871911600232,-12.565982818603516,-12.565982818603516
57,49,-0.11530467867851257,-0.13704872131347656,0.002174404449760914,-14.075233459472656,-14.075233459472656
58,24,-0.1542002111673355,-0.3226318359375,0.01684316247701645,-11.94416618347168,-11.94416618347168
58,49,0.11987105756998062,0.09836769104003906,0.0021503365132957697,-9.78848648071289,-9.78848648071289
59,24,0.19880934059619904,-0.02754688262939453,0.022635621950030327,-12.451637268066406,-12.451637268066406
59,49,-0.014793004840612411,-0.0680999755859375,0.005330697167664766,-12.37716293334961,-12.37716293334961
60,24,-0.022762775421142578,-0.030155181884765625,0.0007392405532300472,-18.468538284301758,-18.468538284301758
60,49,-0.13795137405395508,-0.14697647094726562,0.0009025093168020248,-16.932361602783203,-16.932361602783203
61,24,-0.02525663562119007,-0.0389251708984375,0.0013668534811586142,-17.183725357055664,-17.183725357055664
61,49,0.09981867671012878,0.08835887908935547,0.0011459793895483017,-15.669797897338867,-15.669797897338867
62,24,-0.18223688006401062,-0.19231796264648438,0.0010081077925860882,-16.398860931396484,-16.398860931396484
62,49,-0.08564556390047073,-0.09970474243164062,0.001405918039381504,-17.426982879638672,-17.426982879638672
63,24,0.019800402224063873,-0.032642364501953125,0.005244276486337185,-16.712844848632812,-16.712844848632812
63,49,0.04861714318394661,0.037227630615234375,0.001138951163738966,-15.992053985595703,-15.992053985595703
64,24,-0.10115735232830048,-0.11053085327148438,0.0009373502107337117,-16.72209930419922,-16.72209930419922
64,49,-0.11532695591449738,-0.12702560424804688,0.0011698647867888212,-16.374286651611328,-16.374286651611328
65,24,-0.03719004988670349,-0.047351837158203125,0.001016178517602384,-16.486238479614258,-16.486238479614258
65,49,-0.00997687503695488,-0.0220184326171875,0.0012041557347401977,-16.021053314208984,-16.021053314208984
66,24,-0.3765162229537964,-0.38726234436035156,0.0010746110929176211,-18.075489044189453,-18.075489044189453
66,49,-0.1212686151266098,-0.13635826110839844,0.0015089644584804773,-17.21572494506836,-17.21572494506836
67,24,-0.06284141540527344,-0.07590675354003906,0.0013065338134765625,-17.922439575195312,-17.922439575195312
67,49,-0.060371119529008865,-0.07233810424804688,0.0011966984020546079,-17.48172950744629,-17.48172950744629
68,24,0.0074084484949707985,-0.0013828277587890625,0.0008791276486590505,-15.989555358886719,-15.989555358886719
68,49,-0.0392729714512825,-0.05281829833984375,0.0013545325491577387,-16.056617736816406,-16.056617736816406
69,24,-0.0387178398668766,-0.06756782531738281,0.0028849984519183636,-16.91191291809082,-16.91191291809082
69,49,-0.16986039280891418,-0.18752479553222656,0.0017664404585957527,-15.926414489746094,-15.926414489746094
70,24,0.03308824449777603,0.024143218994140625,0.0008945025037974119,-16.41829490661621,-16.41829490661621
70,49,-0.021991925314068794,-0.03157234191894531,0.0009580416372045875,-16.854373931884766,-16.854373931884766
71,24,-0.163315549492836,-0.17387962341308594,0.0010564068797975779,-14.684147834777832,-14.684147834777832
71,49,-0.05867777019739151,-0.06877899169921875,0.0010101220104843378,-15.976703643798828,-15.976703643798828
72,24,-0.033090606331825256,-0.043498992919921875,0.0010408386588096619,-15.248785018920898,-15.248785018920898
72,49,0.012911297380924225,-0.0736856460571289,0.008659694343805313,-15.520286560058594,-15.520286560058594
73,24,-0.08305191248655319,-0.09609794616699219,0.001304603647440672,-15.919695854187012,-15.919695854187012
73,49,0.0313083790242672,0.021772384643554688,0.0009535994613543153,-16.454994201660156,-16.454994201660156
74,24,-0.21695835888385773,-0.2255258560180664,0.0008567495387978852,-16.04935073852539,-16.04935073852539
74,49,0.01971035823225975,-0.014706611633300781,0.003441696986556053,-11.21252155303955,-11.21252155303955
75,24,-0.08051619678735733,-0.0929708480834961,0.0012454648967832327,-9.60416316986084,-9.60416316986084
75,49,-0.14845892786979675,-0.23310375213623047,0.008464482612907887,-8.824975967407227,-8.824975967407227
76,24,-0.049088023602962494,-0.061496734619140625,0.0012408709153532982,-8.720428466796875,-8.720428466796875
76,49,0.011124053969979286,0.0039615631103515625,0.0007162491092458367,-9.162932395935059,-9.162932395935059
77,24,0.08489306271076202,-0.007315158843994141,0.009220821782946587,-7.458311080932617,-7.458311080932617
77,49,0.014123073779046535,0.006671905517578125,0.0007451168494299054,-6.341889381408691,-6.341889381408691
78,24,-0.02574453502893448,-0.0468902587890625,0.0021145723294466734,-6.171197891235352,-6.171197891235352
78,49,-0.1475941389799118,-0.1575450897216797,0.000995095120742917,-7.266193389892578,-7.266193389892578
79,24,-0.08341353386640549,-0.09192943572998047,0.0008515904191881418,-8.52743911743164,-8.52743911743164
79,49,0.0174061618745327,0.009489059448242188,0.0007917102775536478,-7.479955673217773,-7.479955673217773
80,24,0.02125384286046028,0.013728141784667969,0.0007525699911639094,-8.638389587402344,-8.638389587402344
80,49,-0.17384293675422668,-0.18082523345947266,0.0006982294726185501,-9.489660263061523,-9.489660263061523
81,24,0.03941662982106209,0.026781082153320312,0.001263554790057242,-10.148872375488281,-10.148872375488281
81,49,-0.12595389783382416,-0.13733291625976562,0.0011379022616893053,-9.038830757141113,-9.038830757141113
82,24,0.03289122134447098,-0.0023527145385742188,0.0035243937745690346,-9.956294059753418,-9.956294059753418
82,49,-0.10963571816682816,-0.13788795471191406,0.0028252238407731056,-10.364116668701172,-10.364116668701172
83,24,-0.08625107258558273,-0.0929574966430664,0.0006706427084282041,-10.529617309570312,-10.529617309570312
83,49,-0.019598864018917084,-0.027009010314941406,0.000741014548111707,-11.73619556427002,-11.73619556427002
84,24,-0.12194457650184631,-0.13188552856445312,0.0009940951131284237,-12.961906433105469,-12.961906433105469
84,49,0.16990137100219727,0.15735149383544922,0.0012549875536933541,-13.132226943969727,-13.132226943969727
85,24,0.015631895512342453,0.0077190399169921875,0.000791285652667284,-14.171070098876953,-14.171070098876953
85,49,-0.03847925737500191,-0.05944538116455078,0.002096612472087145,-13.633209228515625,-13.633209228515625
86,24,-0.07552032917737961,-0.08263683319091797,0.0007116502383723855,-14.904642105102539,-14.904642105102539
86,49,-0.06087082251906395,-0.06793785095214844,0.0007067027618177235,-14.880522727966309,-14.880522727966309
87,24,-0.14579378068447113,-0.15224647521972656,0.0006452694069594145,-15.964085578918457,-15.964085578918457
87,49,-0.04772178828716278,-0.05502510070800781,0.0007303314050659537,-15.351978302001953,-15.351978302001953
88,24,0.05879085510969162,0.05284595489501953,0.000594490091316402,-14.89295768737793,-14.89295768737793
88,49,-0.034093938767910004,-0.03967475891113281,0.0005580821307376027,-15.809307098388672,-15.809307098388672
89,24,-0.12430256605148315,-0.13278865814208984,0.0008486093138344586,-14.485490798950195,-14.485490798950195
89,49,0.25775977969169617,0.11282730102539062,0.014493247494101524,-12.644230842590332,-12.644230842590332
90,24,0.12712430953979492,0.10449790954589844,0.002262640744447708,-11.784095764160156,-11.784095764160156
90,49,-0.06363566219806671,-0.09411430358886719,0.0030478639528155327,-12.44311237335205,-12.44311237335205
91,24,0.010926000773906708,-0.0944986343383789,0.010542463511228561,-12.083368301391602,-12.083368301391602
91,49,0.04350946843624115,0.027986526489257812,0.0015522942412644625,-10.824691772460938,-10.824691772460938
92,24,-0.08926024287939072,-0.14806556701660156,0.005880532320588827,-9.49424934387207,-9.49424934387207
92,49,-0.1291753202676773,-0.14753150939941406,0.0018356188666075468,-9.479551315307617,-9.479551315307617
93,24,0.11398167908191681,0.10172367095947266,0.0012258011847734451,-9.723184585571289,-9.723184585571289
93,49,-0.023843996226787567,-0.039467811584472656,0.0015623816289007664,-10.63909912109375,-10.63909912109375
94,24,0.0766710489988327,-0.007843017578125,0.008451406843960285,-11.65237045288086,-11.65237045288086
94,49,-0.023304201662540436,-0.03860282897949219,0.0015298626385629177,-8.969730377197266,-8.969730377197266
95,24,-0.1140032559633255,-0.12855052947998047,0.0014547270257025957,-9.518829345703125,-9.518829345703125
95,49,0.07051217555999756,0.03778266906738281,0.003272951114922762,-10.227872848510742,-10.227872848510742
96,24,0.2857792377471924,0.06828784942626953,0.021749138832092285,-9.994952201843262,-9.994952201843262
96,49,0.049517448991537094,0.011056900024414062,0.003846054896712303,-9.680215835571289,-9.680215835571289
97,24,0.06822115927934647,0.05294322967529297,0.0015277930069714785,-10.620443344116211,-10.620443344116211
97,49,0.009027967229485512,-0.009059906005859375,0.001808787346817553,-10.700042724609375,-10.700042724609375
98,24,-0.11882086098194122,-0.13578033447265625,0.0016959477216005325,-10.770998001098633,-10.770998001098633
98,49,0.05871860682964325,-0.027098655700683594,0.008581725880503654,-10.845391273498535,-10.845391273498535
99,24,0.16200892627239227,0.14381694793701172,0.0018191980198025703,-11.85116958618164,-11.85116958618164
99,49,0.3237764239311218,0.09232711791992188,0.023144928738474846,-13.19215202331543,-13.19215202331543
100,24,-0.025637581944465637,-0.06057453155517578,0.003493695054203272,-12.781503677368164,-12.781503677368164
100,49,-0.1154390200972557,-0.13773536682128906,0.0022296346724033356,-14.451407432556152,-14.451407432556152
101,24,-0.004897117614746094,-0.13623332977294922,0.013133621774613857,-10.889341354370117,-10.889341354370117
101,49,-0.0068673789501190186,-0.045073509216308594,0.0038206130266189575,-11.117650985717773,-11.117650985717773
102,24,0.015582054853439331,-0.16392135620117188,0.01795034110546112,-13.316712379455566,-13.316712379455566
102,49,-0.0030158385634422302,-0.04139518737792969,0.003837934695184231,-12.563653945922852,-12.563653945922852
103,24,-0.060736458748579025,-0.08562564849853516,0.0024889190681278706,-8.406810760498047,-8.406810760498047
103,49,0.1311260610818863,0.08996772766113281,0.004115832969546318,-7.77620792388916,-7.77620792388916
104,24,0.011160261929035187,-0.05169677734375,0.006285703741014004,-6.888993740081787,-6.888993740081787
104,49,0.053778618574142456,-0.11540889739990234,0.01691875234246254,-7.161272048950195,-7.161272048950195
105,24,0.3765144944190979,0.15219783782958984,0.022431664168834686,-7.092370510101318,-7.092370510101318
105,49,0.06350841373205185,-0.03617095947265625,0.009967937134206295,-10.31141471862793,-10.31141471862793
106,24,0.07259059697389603,0.00807952880859375,0.006451107095927,-8.744622230529785,-8.744622230529785
106,49,0.05149431899189949,0.005820751190185547,0.004567356780171394,-7.633327960968018,-7.633327960968018
107,24,0.07867823541164398,0.01840066909790039,0.006027756258845329,-8.018877029418945,-8.018877029418945
107,49,-0.050082217901945114,-0.07247161865234375,0.002238939981907606,-9.067054748535156,-9.067054748535156
108,24,-0.09078988432884216,-0.1383380889892578,0.004754820838570595,-11.44264030456543,-11.44264030456543
108,49,-0.027154555544257164,-0.048966407775878906,0.0021811851765960455,-10.348564147949219,-10.348564147949219
109,24,0.11668819189071655,0.09858989715576172,0.0018098291475325823,-10.547832489013672,-10.547832489013672
109,49,0.019553696736693382,0.004063606262207031,0.0015490090008825064,-10.537839889526367,-10.537839889526367
110,24,0.02809333987534046,0.011445045471191406,0.0016648294404149055,-10.581352233886719,-10.581352233886719
110,49,-0.03192438930273056,-0.04739093780517578,0.0015466546174138784,-10.482705116271973,-10.482705116271973
111,24,0.01619768515229225,0.004406929016113281,0.0011790755670517683,-11.413558959960938,-11.413558959960938
111,49,0.00883558951318264,-0.0026979446411132812,0.0011533533688634634,-12.041396141052246,-12.041396141052246
112,24,0.03496871143579483,0.02038097381591797,0.0014587736222893,-12.224369049072266,-12.224369049072266
112,49,0.035461537539958954,0.024596214294433594,0.0010865323711186647,-12.635822296142578,-12.635822296142578
113,24,0.015820786356925964,0.006815910339355469,0.0009004876483231783,-12.953840255737305,-12.953840255737305
113,49,-0.020276952534914017,-0.030008316040039062,0.0009731363970786333,-14.167566299438477,-14.167566299438477
114,24,0.01861104741692543,0.00989532470703125,0.0008715722360648215,-14.46361255645752,-14.46361255645752
114,49,-0.007364713586866856,-0.015933990478515625,0.0008569277124479413,-14.678497314453125,-14.678497314453125
115,24,0.011046846397221088,0.0016345977783203125,0.0009412248618900776,-14.515035629272461,-14.515035629272461
115,49,-0.010654143057763577,-0.01955699920654297,0.0008902855915948749,-15.385956764221191,-15.385956764221191
116,24,-0.022729873657226562,-0.030498504638671875,0.000776863016653806,-16.258371353149414,-16.258371353149414
116,49,-0.04855838045477867,-0.056201934814453125,0.0007643554708920419,-16.424274444580078,-16.424274444580078
117,24,0.08356082439422607,0.07657337188720703,0.0006987451342865825,-15.886886596679688,-15.886886596679688
117,49,0.06999735534191132,0.0627431869506836,0.0007254170486703515,-15.635452270507812,-15.635452270507812
118,24,-0.04133173078298569,-0.04968738555908203,0.0008355656173080206,-15.686243057250977,-15.686243057250977
118,49,0.00032487697899341583,-0.0059680938720703125,0.0006292971083894372,-15.943256378173828,-15.943256378173828
119,24,0.004581036977469921,-0.0018939971923828125,0.0006475034169852734,-15.988754272460938,-15.988754272460938
119,49,-0.0037002824246883392,-0.011888504028320312,0.0008188221254386008,-16.276168823242188,-16.276168823242188
120,24,0.0015099309384822845,-0.0045013427734375,0.0006011273944750428,-16.138031005859375,-16.138031005859375
120,49,0.007598560303449631,3.24249267578125e-05,0.0007566135609522462,-16.295320510864258,-16.295320510864258
121,24,-0.01176073681563139,-0.021521568298339844,0.0009760831599123776,-15.901482582092285,-15.901482582092285
121,49,-0.02876974642276764,-0.04329681396484375,0.0014527066377922893,-16.06608772277832,-16.06608772277832
122,24,-0.017724651843309402,-0.024152755737304688,0.0006428103661164641,-16.681255340576172,-16.681255340576172
122,49,-0.02168019860982895,-0.028873443603515625,0.0007193245692178607,-15.94640827178955,-15.94640827178955
123,24,-0.018370989710092545,-0.025638580322265625,0.0007267590262927115,-17.804603576660156,-17.804603576660156
123,49,0.012720173224806786,0.006351470947265625,0.0006368702743202448,-16.205507278442383,-16.205507278442383
124,24,0.02350473590195179,0.015167236328125,0.0008337500039488077,-16.538127899169922,-16.538127899169922
124,49,-0.022640373557806015,-0.03154754638671875,0.0008907172596082091,-16.839412689208984,-16.839412689208984
125,24,0.05350760370492935,0.0464630126953125,0.0007044589729048312,-18.113018035888672,-18.113018035888672
125,49,-0.02083832211792469,-0.026123046875,0.0005284724174998701,-16.424530029296875,-16.424530029296875
126,24,-0.051692232489585876,-0.056884765625,0.0005192532553337514,-16.611724853515625,-16.611724853515625
126,49,-0.02059784345328808,-0.029327392578125,0.0008729549590498209,-17.41278076171875,-17.41278076171875
127,24,-0.04266376048326492,-0.05762481689453125,0.0014961056876927614,-17.73202896118164,-17.73202896118164
127,49,0.06634952872991562,0.060085296630859375,0.0006264231633394957,-18.506114959716797,-18.506114959716797
128,24,0.06352537870407104,0.055267333984375,0.0008258048328571022,-18.346206665039062,-18.346206665039062
128,49,0.02025284618139267,0.014629364013671875,0.0005623482866212726,-18.668073654174805,-18.668073654174805
129,24,0.05003327876329422,0.037113189697265625,0.0012920091394335032,-18.286470413208008,-18.286470413208008
129,49,0.012666820548474789,0.0074253082275390625,0.000524151255376637,-17.90935707092285,-17.90935707092285
130,24,0.022156190127134323,0.014925003051757812,0.0007231187773868442,-19.69101333618164,-19.69101333618164
130,49,0.0053832633420825005,0.000225067138671875,0.0005158196436241269,-19.481706619262695,-19.481706619262695
131,24,0.01883838325738907,0.0127716064453125,0.0006066777859814465,-18.04574966430664,-18.04574966430664
131,49,0.028166115283966064,0.02281951904296875,0.0005346596008166671,-19.325641632080078,-19.325641632080078
132,24,-0.009118935093283653,-0.01796722412109375,0.0008848288562148809,-20.032917022705078,-20.032917022705078
132,49,-0.025098247453570366,-0.030162811279296875,0.0005064563592895865,-20.12061309814453,-20.12061309814453
133,24,-0.05132508650422096,-0.055877685546875,0.00045525978202931583,-19.800207138061523,-19.800207138061523
133,49,-0.000881558284163475,-0.012269973754882812,0.001138841500505805,-19.37921142578125,-19.37921142578125
134,24,0.03958899900317192,0.03156089782714844,0.0008028100710362196,-19.678913116455078,-19.678913116455078
134,49,0.06805341690778732,0.059844970703125,0.0008208446088247001,-19.767202377319336,-19.767202377319336
135,24,0.00852948147803545,-0.002223968505859375,0.0010753449751064181,-19.24258041381836,-19.24258041381836
135,49,0.0297633558511734,0.023500442504882812,0.0006262914394028485,-19.736377716064453,-19.736377716064453
136,24,-0.005194779019802809,-0.0111541748046875,0.0005959395784884691,-19.719074249267578,-19.719074249267578
